Date,AAPL,AMZN,FB,GOOG,MSFT
2009-12-31,20.073631286621094,134.52000427246094,,307.9868469238281,24.24198341369629
2010-01-04,20.386072158813477,133.89999389648438,,311.3499755859375,24.615800857543945
2010-01-05,20.421321868896484,134.69000244140625,,309.9788818359375,24.623754501342773
2010-01-06,20.09649085998535,132.25,,302.1647033691406,24.472631454467773
2010-01-07,20.059337615966797,130.0,,295.1304626464844,24.218124389648438
2010-01-08,20.19270133972168,133.52000427246094,,299.06488037109375,24.38514518737793
2010-01-11,20.014568328857422,130.30999755859375,,298.6128234863281,24.074966430664062
2010-01-12,19.786903381347656,127.3499984741211,,293.3321533203125,23.915895462036133
2010-01-13,20.06600570678711,129.11000061035156,,291.6481018066406,24.138591766357422
2010-01-14,19.949796676635742,127.3499984741211,,293.0191955566406,24.623754501342773
2010-01-15,19.616390228271484,127.13999938964844,,288.1260070800781,24.544212341308594
2010-01-19,20.48418617248535,127.61000061035156,,291.9114074707031,24.735103607177734
2010-01-20,20.16888999938965,125.77999877929688,,288.3296813964844,24.3294734954834
2010-01-21,19.820241928100586,126.62000274658203,,289.60638427734375,23.868181228637695
2010-01-22,18.83718490600586,121.43000030517578,,273.2279052734375,23.03307342529297
2010-01-25,19.343957901000977,120.30999755859375,,268.2552490234375,23.31939697265625
2010-01-26,19.617345809936523,119.4800033569336,,269.4574279785156,23.462553024291992
2010-01-27,19.802146911621094,122.75,,269.2984619140625,23.597768783569336
2010-01-28,18.983882904052734,126.02999877929688,,265.418701171875,23.192134857177734
2010-01-29,18.295169830322266,125.41000366210938,,263.25775146484375,22.412704467773438
2010-02-01,18.54950714111328,118.87000274658203,,264.7878112792969,22.59562873840332
2010-02-02,18.657150268554688,118.12000274658203,,263.8439636230469,22.635404586791992
2010-02-03,18.978166580200195,119.0999984741211,,268.66259765625,22.770605087280273
2010-02-04,18.294219970703125,115.94000244140625,,261.6879577636719,22.142290115356445
2010-02-05,18.61904525756836,117.38999938964844,,263.92840576171875,22.28545379638672
2010-02-08,18.491403579711914,116.83000183105469,,265.0113525390625,22.04684829711914
2010-02-09,18.688579559326172,118.02999877929688,,266.48675537109375,22.277498245239258
2010-02-10,18.58665657043457,117.36000061035156,,265.4981994628906,22.2615909576416
2010-02-11,18.924821853637695,120.08999633789062,,266.4668884277344,22.364988327026367
2010-02-12,19.087709426879883,119.66000366210938,,264.8374938964844,22.213871002197266
2010-02-16,19.37538719177246,117.52999877929688,,268.90106201171875,22.65335464477539
2010-02-17,19.29442024230957,116.30999755859375,,267.36602783203125,22.845130920410156
2010-02-18,19.33061981201172,118.08000183105469,,269.8548583984375,23.14876937866211
2010-02-19,19.210594177246094,117.5199966430664,,268.6328125,22.98895263671875
2010-02-22,19.091524124145508,118.01000213623047,,269.6462097167969,22.95699119567871
2010-02-23,18.771461486816406,117.23999786376953,,265.8061828613281,22.63736915588379
2010-02-24,19.114389419555664,119.72000122070312,,264.017822265625,22.87708854675293
2010-02-25,19.242027282714844,118.19999694824219,,261.51409912109375,22.85311508178711
2010-02-26,19.491605758666992,118.4000015258789,,261.6979064941406,22.9090518951416
2010-03-01,19.907878875732422,124.54000091552734,,264.6238708496094,23.1887264251709
2010-03-02,19.89454460144043,125.52999877929688,,268.7818298339844,22.741247177124023
2010-03-03,19.940269470214844,125.88999938964844,,270.8980712890625,22.741247177124023
2010-03-04,20.07172393798828,128.52999877929688,,275.50311279296875,22.87708854675293
2010-03-05,20.85664939880371,128.91000366210938,,280.28204345703125,22.845130920410156
2010-03-08,20.869028091430664,130.11000061035156,,279.4226379394531,22.87708854675293
2010-03-09,21.24434471130371,128.82000732421875,,278.2850341796875,23.01292610168457
2010-03-10,21.417709350585938,130.50999450683594,,286.36248779296875,23.14876937866211
2010-03-11,21.48058319091797,133.5800018310547,,288.69232177734375,23.316572189331055
2010-03-12,21.585365295410156,131.82000732421875,,287.8974914550781,23.38848304748535
2010-03-15,21.322452545166016,131.1300048828125,,279.7703552246094,23.404468536376953
2010-03-16,21.38056182861328,131.7899932861328,,280.7738342285156,23.46839714050293
2010-03-17,21.34912872314453,131.33999633789062,,280.9526672363281,23.676145553588867
2010-03-18,21.399616241455078,132.75999450683594,,281.3699645996094,23.660165786743164
2010-03-19,21.17099380493164,130.35000610351562,,278.1906433105469,23.64418601989746
2010-03-22,21.409137725830078,130.47000122070312,,276.94873046875,23.652177810668945
2010-03-23,21.75301742553711,129.25999450683594,,272.7261657714844,23.875913619995117
2010-03-24,21.849227905273438,128.0399932861328,,276.8642578125,23.692129135131836
2010-03-25,21.590129852294922,134.72999572753906,,279.621337890625,23.97979736328125
2010-03-26,21.99497413635254,135.05999755859375,,279.5269470214844,23.700119018554688
2010-03-29,22.13690757751465,135.1199951171875,,279.40771484375,23.64418601989746
2010-03-30,22.466495513916016,136.5800018310547,,281.5239562988281,23.78801727294922
2010-03-31,22.385526657104492,135.77000427246094,,281.7276306152344,23.404468536376953
2010-04-01,22.477928161621094,131.80999755859375,,282.56219482421875,23.300582885742188
2010-04-05,22.717979431152344,131.49000549316406,,283.6600646972656,23.38848304748535
2010-04-06,22.81800651550293,135.55999755859375,,282.2740783691406,23.428442001342773
2010-04-07,22.918975830078125,134.8699951171875,,279.9491882324219,23.45240592956543
2010-04-08,22.857059478759766,140.9600067138672,,281.91143798828125,23.907878875732422
2010-04-09,23.032325744628906,140.05999755859375,,281.2805480957031,24.24348258972168
2010-04-12,23.079959869384766,141.1999969482422,,284.5144958496094,24.227497100830078
2010-04-13,23.093294143676758,140.16000366210938,,291.4891357421875,24.331375122070312
2010-04-14,23.403833389282227,144.27999877929688,,292.596923828125,24.62703514099121
2010-04-15,23.711519241333008,145.82000732421875,,295.7265930175781,24.666982650756836
2010-04-16,23.566720962524414,142.1699981689453,,273.2974548339844,24.50717544555664
2010-04-19,23.53528594970703,142.42999267578125,,273.2726135253906,24.802820205688477
2010-04-20,23.29905128479004,144.1999969482422,,275.7266540527344,25.058521270751953
2010-04-21,24.692672729492188,146.42999267578125,,275.35906982421875,25.034547805786133
2010-04-22,25.383285522460938,150.08999633789062,,271.762451171875,25.082494735717773
2010-04-23,25.798603057861328,143.6300048828125,,270.734130859375,24.73890495300293
2010-04-26,25.671916961669922,147.11000061035156,,264.1022644042969,24.858755111694336
2010-04-27,24.96129608154297,142.02000427246094,,262.82061767578125,24.6510009765625
2010-04-28,24.919382095336914,139.35000610351562,,262.88519287109375,24.698944091796875
2010-04-29,25.589996337890625,141.72999572753906,,264.2810974121094,24.77086067199707
2010-04-30,24.870800018310547,137.10000610351562,,261.1514587402344,24.40329360961914
2010-05-03,25.37185287475586,137.49000549316406,,263.58563232421875,24.658992767333984
2010-05-04,24.64122772216797,129.8300018310547,,251.54891967773438,24.075681686401367
2010-05-05,24.384990692138672,130.92999267578125,,253.23297119140625,23.85194206237793
2010-05-06,23.45717430114746,128.7100067138672,,247.7238006591797,23.156761169433594
2010-05-07,22.467453002929688,124.9800033569336,,244.97666931152344,22.54148292541504
2010-05-10,24.19446563720703,131.2899932861328,,259.1395568847656,23.124797821044922
2010-05-11,24.43547248840332,130.4600067138672,,252.88026428222656,23.07684898376465
2010-05-12,24.9660587310791,133.8699951171875,,251.0620880126953,23.524330139160156
2010-05-13,24.610742568969727,131.47000122070312,,253.7893524169922,23.364517211914062
2010-05-14,24.178279876708984,128.52999877929688,,252.1251678466797,23.11680793762207
2010-05-17,24.216379165649414,128.91000366210938,,252.34375,23.124797821044922
2010-05-18,24.039201736450195,126.27999877929688,,247.57476806640625,22.956235885620117
2010-05-19,23.656267166137695,124.58999633789062,,245.61749267578125,22.667268753051758
2010-05-20,22.648441314697266,119.70999908447266,,235.97024536132812,21.760265350341797
2010-05-21,23.08281707763672,122.72000122070312,,234.4998016357422,21.54353904724121
2010-05-24,23.505752563476562,122.12000274658203,,237.03829956054688,21.086029052734375
2010-05-25,23.35906410217285,124.86000061035156,,236.99359130859375,20.925493240356445
2010-05-26,23.253324508666992,123.20999908447266,,236.19876098632812,20.074663162231445
2010-05-27,24.133501052856445,126.69999694824219,,243.64532470703125,20.86930274963379
2010-05-28,24.469772338867188,125.45999908447266,,241.2459259033203,20.708770751953125
2010-06-01,24.846027374267578,123.23999786376953,,239.62646484375,20.781009674072266
2010-06-02,25.143238067626953,126.30999755859375,,245.09092712402344,21.238534927368164
2010-06-03,25.064170837402344,128.75999450683594,,251.16639709472656,21.559595108032227
2010-06-04,24.38212776184082,122.7699966430664,,247.74862670898438,20.70074462890625
2010-06-07,23.90393829345703,122.01000213623047,,241.1912841796875,20.29941177368164
2010-06-08,23.75056266784668,118.83999633789062,,240.82366943359375,20.154935836791992
2010-06-09,23.16663932800293,117.91000366210938,,235.4784393310547,19.898080825805664
2010-06-10,23.86297607421875,123.20999908447266,,241.9314727783203,20.06663703918457
2010-06-11,24.14874839782715,123.02999877929688,,242.67166137695312,20.596393585205078
2010-06-14,24.22209930419922,123.83000183105469,,240.0338134765625,20.467971801757812
2010-06-15,24.737442016601562,126.83999633789062,,247.385986328125,21.334850311279297
2010-06-16,25.457584381103516,126.9000015258789,,249.01539611816406,21.126157760620117
2010-06-17,25.897676467895508,125.88999938964844,,248.4242401123047,21.166292190551758
2010-06-18,26.10724639892578,125.83000183105469,,248.39939880371094,21.22247886657715
2010-06-21,25.735740661621094,122.55000305175781,,242.7014617919922,20.829174041748047
2010-06-22,26.086292266845703,122.30999755859375,,241.55392456054688,20.684690475463867
2010-06-23,25.811941146850586,121.44999694824219,,239.46749877929688,20.31546401977539
2010-06-24,25.624284744262695,118.33000183105469,,236.01495361328125,20.06663703918457
2010-06-25,25.405197143554688,121.0,,234.81277465820312,19.68938636779785
2010-06-28,25.557607650756836,117.80000305175781,,234.51470947265625,19.512800216674805
2010-06-29,24.402130126953125,108.61000061035156,,225.6622772216797,18.710140228271484
2010-06-30,23.960134506225586,109.26000213623047,,221.03736877441406,18.469335556030273
2010-07-01,23.669601440429688,110.95999908447266,,218.32501220703125,18.58974266052246
2010-07-02,23.522905349731445,109.13999938964844,,216.864501953125,18.678028106689453
2010-07-06,23.68389129638672,110.05999755859375,,216.6260528564453,19.11949348449707
2010-07-07,24.640283584594727,113.43000030517578,,223.64540100097656,19.504776000976562
2010-07-08,24.585023880004883,116.22000122070312,,226.8048553466797,19.593063354492188
2010-07-09,24.73077392578125,117.26000213623047,,232.2345428466797,19.480690002441406
2010-07-12,24.508819580078125,119.51000213623047,,236.37759399414062,19.93018913269043
2010-07-13,23.985855102539062,123.6500015258789,,243.01939392089844,20.170988082885742
2010-07-14,24.074443817138672,123.30000305175781,,244.0824737548828,20.41981315612793
2010-07-15,23.952518463134766,122.05999755859375,,245.413818359375,20.475997924804688
2010-07-16,23.80486488342285,118.48999786376953,,228.3199920654297,19.97834587097168
2010-07-19,23.393352508544922,119.94000244140625,,231.58377075195312,20.251253128051758
2010-07-20,23.994430541992188,120.0999984741211,,239.23898315429688,20.451921463012695
2010-07-21,24.218286514282227,117.43000030517578,,237.2071990966797,20.162961959838867
2010-07-22,24.673616409301758,120.06999969482422,,240.8385772705078,20.740875244140625
2010-07-23,24.76125144958496,118.87000274658203,,243.4466094970703,20.716798782348633
2010-07-26,24.698387145996094,118.4000015258789,,242.90513610839844,20.94957160949707
2010-07-27,25.155622482299805,117.12999725341797,,244.7233123779297,20.997732162475586
2010-07-28,24.85841941833496,117.12999725341797,,240.6100616455078,20.829174041748047
2010-07-29,24.586929321289062,116.86000061035156,,240.92799377441406,20.893388748168945
2010-07-30,24.5050106048584,117.88999938964844,,240.8584442138672,20.716798782348633
2010-08-02,24.943191528320312,120.06999969482422,,243.6204833984375,21.13418197631836
2010-08-03,24.950817108154297,122.41999816894531,,243.3323516845703,20.997732162475586
2010-08-04,25.050840377807617,127.58000183105469,,251.52407836914062,20.6525821685791
2010-08-05,24.92890167236328,127.83000183105469,,252.4083251953125,20.363630294799805
2010-08-06,24.775541305541992,128.32000732421875,,248.49378967285156,20.508106231689453
2010-08-09,24.933666229248047,128.8300018310547,,251.04220581054688,20.556264877319336
2010-08-10,24.710769653320312,130.0,,250.22750854492188,20.122821807861328
2010-08-11,23.832489013671875,125.88999938964844,,244.28118896484375,19.95427131652832
2010-08-12,23.984907150268555,126.55999755859375,,244.41531372070312,19.657283782958984
2010-08-13,23.72865867614746,124.69000244140625,,241.60360717773438,19.58504295349121
2010-08-16,23.589582443237305,126.06999969482422,,241.22605895996094,19.665306091308594
2010-08-17,24.00205421447754,128.86000061035156,,243.6751251220703,19.93967056274414
2010-08-18,24.106836318969727,129.64999389648438,,239.5171661376953,20.028432846069336
2010-08-19,23.802967071533203,127.56999969482422,,232.47299194335938,19.721790313720703
2010-08-20,23.78010368347168,127.76000213623047,,229.5172119140625,19.552335739135742
2010-08-23,23.414310455322266,126.5999984741211,,230.53558349609375,19.592687606811523
2010-08-24,22.855148315429688,124.52999877929688,,224.23655700683594,19.399019241333008
2010-08-25,23.137115478515625,126.8499984741211,,225.84112548828125,19.44742774963379
2010-08-26,22.888492584228516,124.86000061035156,,224.0328826904297,19.22148895263672
2010-08-27,23.016130447387695,126.63999938964844,,227.93252563476562,19.310251235961914
2010-08-30,23.09996223449707,123.79000091552734,,224.88235473632812,19.076234817504883
2010-08-31,23.15711784362793,124.83000183105469,,223.5559844970703,18.939054489135742
2010-09-01,23.8458251953125,132.49000549316406,,228.67767333984375,19.286043167114258
2010-09-02,24.021100997924805,135.2100067138672,,230.0934600830078,19.31831932067871
2010-09-03,24.649805068969727,138.7899932861328,,233.63046264648438,19.600751876831055
2010-09-07,24.558359146118164,137.22000122070312,,230.69952392578125,19.334457397460938
2010-09-08,25.045122146606445,139.13999938964844,,233.76956176757812,19.310251235961914
2010-09-09,25.05940818786621,140.3800048828125,,236.5514678955078,19.374801635742188
2010-09-10,25.091800689697266,142.44000244140625,,236.53158569335938,19.245695114135742
2010-09-13,25.437583923339844,145.07000732421875,,239.5767822265625,20.262449264526367
2010-09-14,25.534744262695312,145.75,,238.66273498535156,20.197895050048828
2010-09-15,25.74050521850586,145.4499969482422,,238.7670440673828,20.270519256591797
2010-09-16,26.345386505126953,148.1300048828125,,238.97569274902344,20.43998146057129
2010-09-17,26.2310733795166,148.32000732421875,,243.49131774902344,20.351215362548828
2010-09-20,26.97980499267578,151.3000030517578,,252.49774169921875,20.520671844482422
2010-09-21,27.031240463256836,150.72999572753906,,255.07101440429688,20.294723510742188
2010-09-22,27.41036605834961,151.8300018310547,,256.3327941894531,19.85897445678711
2010-09-23,27.521827697753906,152.85000610351562,,255.08094787597656,19.71372413635254
2010-09-24,27.845691680908203,160.72999572753906,,261.9413146972656,19.996152877807617
2010-09-27,27.735193252563477,159.3699951171875,,263.4912414550781,19.955808639526367
2010-09-28,27.325593948364258,159.6999969482422,,261.8817138671875,19.915464401245117
2010-09-29,27.37416648864746,158.99000549316406,,262.1400451660156,19.77020263671875
2010-09-30,27.02933692932129,157.05999755859375,,261.1961669921875,19.762144088745117
2010-10-01,26.912174224853516,153.7100067138672,,261.1117248535156,19.67337417602539
2010-10-04,26.54256820678711,155.38999938964844,,259.4872741699219,19.294111251831055
2010-10-05,27.523725509643555,160.8699951171875,,267.3759765625,19.649171829223633
2010-10-06,27.54753303527832,155.39999389648438,,265.4485168457031,19.71372413635254
2010-10-07,27.550397872924805,156.27000427246094,,263.29254150390625,19.79442024230957
2010-10-08,28.01239013671875,155.5500030517578,,266.4420471191406,19.826696395874023
2010-10-11,28.13527488708496,153.02999877929688,,267.67901611328125,19.842830657958984
2010-10-12,28.438199996948242,156.47999572753906,,268.9457702636719,20.03650665283203
2010-10-13,28.590604782104492,155.1699981689453,,269.89459228515625,20.448043823242188
2010-10-14,28.797311782836914,155.52999877929688,,268.7172546386719,20.359281539916992
2010-10-15,29.981359481811523,164.63999938964844,,298.7817077636719,20.60944175720215
2010-10-18,30.291902542114258,163.55999755859375,,306.85919189453125,20.835386276245117
2010-10-19,29.481264114379883,158.6699981689453,,301.95111083984375,20.254377365112305
2010-10-20,29.58032989501953,158.6699981689453,,302.0256042480469,20.423839569091797
2010-10-21,29.48412322998047,164.97000122070312,,304.0176696777344,20.51259994506836
2010-10-22,29.288843154907227,169.1300048828125,,304.2859191894531,20.48031997680664
2010-10-25,29.41935157775879,169.0,,306.2580871582031,20.32700538635254
2010-10-26,29.344099044799805,169.9499969482422,,307.3013000488281,20.89992904663086
2010-10-27,29.323144912719727,167.50999450683594,,306.2431945800781,21.02097511291504
2010-10-28,29.076427459716797,166.83999633789062,,307.2913513183594,21.206575393676758
2010-10-29,28.670629501342773,165.22999572753906,,304.86712646484375,21.521284103393555
2010-11-01,28.975448608398438,162.5800018310547,,305.512939453125,21.747228622436523
2010-11-02,29.468883514404297,164.61000061035156,,305.8110046386719,22.102294921875
2010-11-03,29.796566009521484,168.47000122070312,,308.086181640625,21.811784744262695
2010-11-04,30.3176326751709,168.92999267578125,,310.11798095703125,21.90055274963379
2010-11-05,30.209035873413086,170.77000427246094,,310.5203552246094,21.666534423828125
2010-11-08,30.35096549987793,171.99000549316406,,311.3598937988281,21.634258270263672
2010-11-09,30.109012603759766,170.27000427246094,,310.3912048339844,21.747228622436523
2010-11-10,30.294763565063477,173.3300018310547,,309.4274597167969,21.739164352416992
2010-11-11,30.163311004638672,170.3699951171875,,306.6008605957031,21.529356002807617
2010-11-12,29.342199325561523,165.67999267578125,,299.6957702636719,21.19850730895996
2010-11-15,29.247882843017578,158.89999389648438,,295.81103515625,21.142017364501953
2010-11-16,28.728727340698242,157.77999877929688,,289.9739990234375,20.955280303955078
2010-11-17,28.624906539916992,158.35000610351562,,289.8895568847656,20.760421752929688
2010-11-18,29.38029670715332,164.1699981689453,,296.3525085449219,20.979637145996094
2010-11-19,29.218351364135742,164.82000732421875,,293.5060119628906,20.85785484313965
2010-11-22,29.84991455078125,170.38999938964844,,293.69976806640625,20.89032745361328
2010-11-23,29.40886688232422,168.1999969482422,,289.6213073730469,20.395069122314453
2010-11-24,29.987085342407227,177.25,,295.5626525878906,20.59804344177246
2010-11-26,30.00613784790039,177.1999969482422,,293.0937194824219,20.5006103515625
2010-11-29,30.18427085876465,179.49000549316406,,289.1741943359375,20.54932975769043
2010-11-30,29.63939094543457,175.39999389648438,,276.05950927734375,20.50873565673828
2010-12-01,30.13949203491211,176.5500030517578,,280.3515930175781,21.142017364501953
2010-12-02,30.306198120117188,176.52999877929688,,284.06243896484375,21.83214569091797
2010-12-03,30.238557815551758,175.67999267578125,,284.64862060546875,21.937686920166016
2010-12-06,30.496707916259766,178.0500030517578,,287.3113098144531,21.791536331176758
2010-12-07,30.311906814575195,176.77000427246094,,291.6729431152344,21.815900802612305
2010-12-08,30.578632354736328,176.2899932861328,,293.3619689941406,22.10818862915039
